STATS,Autoc,contr,corrm,corrp,cprom,cshad,dissi,energ,entro,homom,homop,maxpr,sosvh,savgh,svarh,senth,dvarh,denth, inf1h, inf2h,indnc,idmnc
Sample(3)32,25.016,0.78056,0.92564,0.92564,730.36,0.64882,0.44982,0.061864,3.1156,0.81492,0.80513,0.10904,25.272,8.9796,60.56,2.6277,0.78056,0.88646,-0.50115,0.93568,0.95325,0.98907
Sample(3)33,25.202,0.55754,0.94672,0.94672,741.05,-0.76899,0.3324,0.073049,2.9389,0.85992,0.85375,0.1118,25.341,8.9997,61.635,2.576,0.55754,0.74095,-0.58527,0.95504,0.96523,0.99222
Sample(3)34,25.214,0.57368,0.94526,0.94526,742.25,-0.30908,0.37751,0.066817,3.0137,0.83659,0.8296,0.11019,25.361,9.0024,61.238,2.611,0.57368,0.79633,-0.55038,0.94793,0.96003,0.99173
Sample(3)35,25.324,0.68268,0.93513,0.93513,741.66,-0.84324,0.40724,0.066357,3.038,0.83028,0.82171,0.11489,25.534,9.0341,61.748,2.6012,0.68268,0.83775,-0.5384,0.94517,0.95747,0.99035
Sample(3)36,24.998,0.62796,0.94013,0.94013,734.69,2.0768,0.39878,0.065064,3.0454,0.82959,0.82184,0.10752,25.174,8.9594,60.551,2.619,0.62796,0.82325,-0.53505,0.9444,0.95797,0.99102
Sample(3)37,25.148,0.60752,0.94216,0.94216,740.24,0.3628,0.36387,0.069671,2.9881,0.84693,0.83994,0.11119,25.314,8.989,61.291,2.5943,0.60752,0.78249,-0.56162,0.95028,0.96193,0.99148
Sample(3)38,25.158,0.73155,0.93025,0.93025,736.93,-0.094778,0.43872,0.062216,3.1039,0.81696,0.80756,0.10953,25.391,9.0067,60.939,2.6274,0.73155,0.87287,-0.50692,0.93727,0.95415,0.98965
Sample(3)39,25.172,0.68667,0.9341,0.9341,730.27,0.15319,0.4165,0.063743,3.0717,0.82464,0.81637,0.10742,25.372,9.0122,60.959,2.6243,0.68667,0.84472,-0.52188,0.94112,0.95637,0.9903
Sample(3)40,25.205,0.66787,0.93675,0.93675,738.59,0.58825,0.40649,0.06505,3.0536,0.82847,0.82047,0.10962,25.395,9.0022,61.203,2.6184,0.66787,0.83317,-0.53101,0.94342,0.95739,0.99058
Sample(3)41,24.888,1.0146,0.9035,0.9035,721.98,1.8615,0.51828,0.058168,3.1981,0.7976,0.78473,0.10601,25.26,8.9751,60.189,2.6368,1.0146,0.96598,-0.46141,0.92365,0.94716,0.98619
Sample(3)42,25.374,0.7034,0.93334,0.93334,741.93,-2.8481,0.41468,0.064988,3.0681,0.82806,0.81908,0.11307,25.586,9.0442,61.771,2.6122,0.7034,0.84774,-0.52416,0.94174,0.95677,0.99009
Sample(3)43,25.203,0.56375,0.94668,0.94668,750.83,-0.69654,0.36142,0.0687,2.9903,0.84418,0.83781,0.1148,25.343,8.9886,61.339,2.6045,0.56375,0.77572,-0.56158,0.95036,0.96184,0.99196
Sample(3)44,25.232,0.49921,0.95265,0.95265,750.86,0.33104,0.33928,0.070636,2.9563,0.8513,0.84541,0.11397,25.343,8.991,61.524,2.5929,0.49921,0.74767,-0.57772,0.95364,0.96392,0.99276
Sample(3)45,25.166,0.79966,0.9239,0.9239,738.46,-1.0437,0.45082,0.062642,3.1097,0.8163,0.80617,0.1139,25.429,9.0137,61.094,2.6201,0.79966,0.88975,-0.5039,0.93643,0.95331,0.98885
Sample(3)46,25.12,0.60747,0.94209,0.94209,740.44,1.6905,0.39926,0.064611,3.0465,0.82727,0.81985,0.10917,25.283,8.9843,60.839,2.6228,0.60747,0.82049,-0.53416,0.94415,0.95773,0.99124
Sample(3)47,25.378,0.52606,0.94933,0.94933,736.2,-1.1845,0.30574,0.076317,2.8942,0.87237,0.86654,0.11085,25.502,9.0444,62.375,2.553,0.52606,0.70472,-0.60747,0.95914,0.96813,0.99271
Sample(3)48,25.435,0.59449,0.94287,0.94287,733.97,-2.2411,0.3856,0.065793,3.0272,0.83346,0.8265,0.10834,25.59,9.0618,61.745,2.6177,0.59449,0.80447,-0.54374,0.94642,0.95923,0.99148
Sample(3)49,25.494,0.52746,0.94991,0.94991,752.14,-2.6022,0.3299,0.072459,2.938,0.85839,0.85272,0.11415,25.617,9.0537,62.409,2.5826,0.52746,0.73541,-0.58663,0.95537,0.96526,0.99256
Sample(3)50,25.13,0.58035,0.94455,0.94455,741.58,0.54063,0.3251,0.074553,2.9252,0.8658,0.85953,0.11338,25.28,8.986,61.59,2.5642,0.58035,0.73077,-0.59274,0.95651,0.96628,0.99206
Sample(4)1,25.305,0.53864,0.94837,0.94837,747.91,-0.1005,0.31195,0.07592,2.8905,0.86799,0.863,0.11654,25.436,9.0241,62.115,2.5596,0.53864,0.70676,-0.60799,0.95913,0.96743,0.99268
Sample(4)2,25.431,0.32461,0.96912,0.96912,759.01,-0.96508,0.21253,0.086904,2.719,0.90636,0.90354,0.1167,25.456,9.0195,63.262,2.4954,0.32461,0.55566,-0.69226,0.97149,0.97745,0.99542
Sample(4)3,25.256,0.39016,0.96327,0.96327,767.49,0.70851,0.24777,0.082864,2.7837,0.89241,0.88867,0.11829,25.303,8.9755,62.551,2.5183,0.39016,0.61472,-0.66098,0.96745,0.97383,0.99451
Sample(4)4,25.372,0.33689,0.96785,0.96785,756.67,-0.090312,0.22088,0.086268,2.728,0.90308,0.89997,0.11818,25.422,9.0115,63.093,2.4943,0.33689,0.57086,-0.68773,0.97092,0.97658,0.99522
Sample(4)5,25.209,0.33009,0.96863,0.96863,761.86,1.2688,0.21956,0.086043,2.728,0.90293,0.90003,0.12127,25.225,8.9694,62.609,2.4969,0.33009,0.56783,-0.688,0.97098,0.97666,0.99532
Sample(4)6,25.341,0.35718,0.96595,0.96595,757.22,0.60883,0.22045,0.087176,2.7185,0.90472,0.90149,0.11914,25.383,9.0055,63.165,2.483,0.35718,0.56895,-0.69154,0.97134,0.97678,0.99505
Sample(4)7,25.238,0.37688,0.96403,0.96403,741.29,2.6902,0.24832,0.082883,2.7824,0.8908,0.88732,0.11852,25.298,8.9862,62.354,2.5227,0.37688,0.61482,-0.65856,0.96691,0.97365,0.99465
Sample(4)8,25.293,0.31531,0.97,0.97,755.96,1.3791,0.20848,0.087773,2.7049,0.9081,0.9053,0.11845,25.295,8.9881,62.986,2.4855,0.31531,0.54917,-0.69885,0.97226,0.97786,0.99552
Sample(4)9,25.391,0.26591,0.97452,0.97452,760.07,-0.10258,0.17966,0.092329,2.6289,0.92043,0.91802,0.12374,25.362,9.0125,63.809,2.4394,0.26591,0.49839,-0.73538,0.97621,0.98088,0.99619
Sample(4)10,25.461,0.26258,0.97481,0.97481,745.35,0.34765,0.19095,0.089058,2.6737,0.91326,0.91115,0.11723,25.447,9.0292,63.442,2.4823,0.26258,0.51791,-0.7136,0.97392,0.97949,0.99618
Sample(4)11,25.744,0.17035,0.98097,0.98097,524.03,14.082,0.13108,0.12731,2.348,0.93957,0.9382,0.23715,25.698,9.2421,67.076,2.2175,0.17035,0.40325,-0.76941,0.97312,0.98583,0.99748
Sample(4)12,25.684,0.24496,0.9728,0.9728,524.62,13.692,0.16177,0.12633,2.4037,0.92876,0.92661,0.24535,25.661,9.2312,66.737,2.2332,0.24496,0.46314,-0.73745,0.96937,0.98283,0.99652
Sample(4)13,25.838,0.20931,0.97675,0.97675,524.49,12.483,0.14464,0.12895,2.3638,0.93551,0.93363,0.24715,25.784,9.261,67.486,2.2119,0.20931,0.43026,-0.75923,0.97192,0.98456,0.99698
Sample(4)14,25.179,0.35253,0.96672,0.96672,763.88,1.7771,0.22551,0.086592,2.7205,0.90186,0.89858,0.12271,25.23,8.9576,62.759,2.4823,0.35253,0.57819,-0.69114,0.97133,0.97616,0.99502
Sample(4)15,25.327,0.41877,0.96023,0.96023,756.08,0.40521,0.2556,0.082338,2.7901,0.8899,0.88613,0.11724,25.4,9.0049,62.711,2.5185,0.41877,0.62484,-0.65749,0.96694,0.97312,0.99421
Sample(4)16,25.969,0.2484,0.97221,0.97221,521.62,11.056,0.16762,0.12524,2.4117,0.92562,0.92348,0.24747,25.957,9.3004,67.516,2.2371,0.2484,0.4748,-0.73415,0.96906,0.98216,0.99645
Sample(4)17,27.074,0.12815,0.98084,0.98084,303.73,20.359,0.10145,0.19604,2.0146,0.95281,0.95183,0.37028,26.995,9.7558,74.753,1.9134,0.12815,0.33705,-0.79259,0.96389,0.989,0.9981
Sample(4)18,25.345,0.2639,0.97468,0.97468,760.04,0.65485,0.18491,0.091465,2.6416,0.91721,0.91484,0.12497,25.347,9.0037,63.543,2.4489,0.2639,0.50856,-0.72814,0.97541,0.98023,0.99618
Sample(4)19,25.254,0.38026,0.9643,0.9643,770.01,0.16702,0.23103,0.085677,2.7496,0.9008,0.89737,0.1189,25.306,8.9705,62.769,2.5019,0.38026,0.58587,-0.67679,0.96951,0.97573,0.99473
Sample(4)20,25.24,0.36396,0.96547,0.96547,760.61,0.80471,0.23153,0.085684,2.7361,0.8991,0.89587,0.12024,25.277,8.9781,62.74,2.4955,0.36396,0.58665,-0.68294,0.97027,0.97553,0.99489
Sample(4)21,25.364,0.26128,0.97523,0.97523,758.8,0.673,0.19126,0.088968,2.6717,0.9127,0.91074,0.11728,25.354,8.9935,63.209,2.4839,0.26128,0.51737,-0.7148,0.97406,0.97943,0.99621
Sample(4)22,25.071,0.59805,0.94345,0.94345,738.79,2.2825,0.34419,0.073427,2.9397,0.85526,0.84933,0.12168,25.229,8.9628,61.338,2.5764,0.59805,0.75188,-0.58111,0.95394,0.96411,0.99185
Sample(4)23,25.324,0.29336,0.97178,0.97178,753.08,0.39922,0.19527,0.089862,2.6629,0.91355,0.91109,0.12278,25.332,9.0052,63.328,2.4605,0.29336,0.52506,-0.71865,0.97445,0.97924,0.99584
Sample(4)24,25.212,0.42564,0.96005,0.96005,766.32,1.2329,0.25319,0.083188,2.7885,0.89249,0.88831,0.11853,25.291,8.9661,62.529,2.5128,0.42564,0.62298,-0.65802,0.967,0.97349,0.99412
Sample(4)25,26.918,0.15736,0.97651,0.97651,304.59,21.05,0.11659,0.19581,2.0367,0.94694,0.94558,0.3733,26.856,9.7258,74.199,1.918,0.15736,0.37115,-0.77831,0.96201,0.98746,0.99769
Sample(4)26,25.455,0.34281,0.96747,0.96747,761.19,-1.2692,0.21859,0.087233,2.712,0.90469,0.9016,0.12142,25.486,9.0236,63.55,2.4803,0.34281,0.56608,-0.6955,0.97187,0.97689,0.99519
Sample(4)27,25.715,0.22959,0.97447,0.97447,525.06,13.516,0.14253,0.12998,2.3589,0.93859,0.93644,0.24561,25.696,9.2377,67.252,2.2022,0.22959,0.42277,-0.76081,0.97202,0.98499,0.99678
Sample(4)28,25.757,0.19651,0.97779,0.97779,517.71,13.412,0.1359,0.12823,2.3516,0.93935,0.93763,0.24055,25.698,9.2588,67.191,2.2094,0.19651,0.41163,-0.76863,0.97312,0.98549,0.99717
Sample(4)29,25.983,0.17829,0.97989,0.97989,513.55,12.35,0.13712,0.12335,2.3732,0.93664,0.93531,0.22497,25.942,9.3036,67.469,2.2385,0.17829,0.41531,-0.76041,0.97245,0.98518,0.99737
Sample(4)30,25.781,0.15368,0.98282,0.98282,524.62,13.813,0.1234,0.12811,2.3329,0.94233,0.9412,0.23711,25.703,9.2489,67.25,2.2123,0.15368,0.38698,-0.7774,0.97395,0.9866,0.99771
Sample(4)31,25.354,0.38345,0.96286,0.96286,738.29,0.31684,0.24283,0.083123,2.771,0.89432,0.89081,0.11562,25.406,9.0297,62.747,2.5118,0.38345,0.60594,-0.66702,0.96826,0.97435,0.99463
Sample(4)32,25.334,0.42751,0.95958,0.95958,756.33,-0.19324,0.25971,0.082199,2.7928,0.88832,0.88447,0.11674,25.404,9.0021,62.762,2.5184,0.42751,0.63113,-0.65611,0.96674,0.97271,0.9941
Sample(4)33,25.265,0.34985,0.96699,0.96699,763.39,0.14058,0.22558,0.086205,2.7336,0.9014,0.89819,0.12009,25.3,8.9756,62.864,2.4936,0.34985,0.57834,-0.68467,0.97052,0.97612,0.99507
Sample(4)34,26.95,0.15303,0.97722,0.97722,305.31,21.111,0.11337,0.19624,2.0296,0.94846,0.9471,0.37287,26.866,9.73,74.375,1.9137,0.15303,0.36389,-0.78287,0.96262,0.9878,0.99775
Sample(4)35,25.359,0.27784,0.97342,0.97342,754.48,-0.041645,0.19048,0.090235,2.6639,0.91509,0.9127,0.11759,25.361,9.005,63.36,2.4678,0.27784,0.51747,-0.71824,0.97442,0.97969,0.99601
Sample(4)36,25.236,0.30346,0.97156,0.97156,778,0.19337,0.20096,0.089405,2.683,0.91147,0.90876,0.12817,25.242,8.956,63.061,2.4733,0.30346,0.53601,-0.70951,0.97348,0.97866,0.99568
Sample(4)37,25.426,0.27823,0.97304,0.97304,740.49,0.4094,0.18006,0.091938,2.6501,0.92119,0.91865,0.11806,25.422,9.0346,63.665,2.4539,0.27823,0.49862,-0.72521,0.97517,0.98093,0.99607
Sample(4)38,25.42,0.35155,0.96627,0.96627,751.98,-0.73598,0.21389,0.088614,2.6967,0.90817,0.90502,0.12217,25.451,9.0297,63.545,2.4684,0.35155,0.55673,-0.70141,0.97247,0.97753,0.99512
Sample(4)39,25.102,0.41505,0.96137,0.96137,772.26,1.6345,0.25608,0.082633,2.7916,0.88933,0.88565,0.11983,25.172,8.9304,62.134,2.5225,0.41505,0.62515,-0.65603,0.96668,0.97304,0.99424
Sample(4)40,25.369,0.3399,0.96752,0.96752,747.73,1.1524,0.21271,0.087472,2.716,0.90761,0.90463,0.11777,25.398,9.0125,63.152,2.4886,0.3399,0.5554,-0.69308,0.97155,0.97756,0.99527
Sample(4)41,25.547,0.32362,0.96891,0.96891,749.18,-1.1529,0.20722,0.087895,2.7087,0.90947,0.90656,0.11793,25.57,9.0565,63.663,2.4861,0.32362,0.54696,-0.69714,0.97206,0.97808,0.99546
Sample(4)42,25.471,0.24188,0.97684,0.97684,755.75,-0.6739,0.17178,0.09298,2.6213,0.92254,0.92051,0.1231,25.462,9.0269,63.968,2.4447,0.24188,0.48377,-0.73883,0.97654,0.9816,0.9965
Sample(4)43,25.315,0.36668,0.96535,0.96535,761.45,-0.3136,0.22575,0.086947,2.7215,0.90281,0.89949,0.12002,25.36,8.9907,63.122,2.4848,0.36668,0.57694,-0.6904,0.97122,0.97625,0.99488
Sample(4)44,25.353,0.36004,0.96598,0.96598,764.38,-0.35092,0.22413,0.086447,2.7315,0.9029,0.89973,0.12188,25.386,8.9981,63.118,2.4934,0.36004,0.57433,-0.68579,0.97067,0.97638,0.99498
Sample(4)45,25.262,0.43755,0.95899,0.95899,772.72,-0.15615,0.26824,0.080691,2.8205,0.88448,0.88046,0.12172,25.35,8.977,62.392,2.5354,0.43755,0.6446,-0.64276,0.9648,0.97178,0.99393
Sample(4)46,25.415,0.26022,0.97515,0.97515,766.4,-0.88549,0.18115,0.092381,2.6332,0.91887,0.91664,0.12827,25.411,9.0133,63.803,2.4466,0.26022,0.50096,-0.7314,0.9757,0.98064,0.99625
Sample(4)47,25.881,0.22666,0.97469,0.97469,522.94,11.76,0.15658,0.12705,2.392,0.93029,0.92821,0.24842,25.844,9.2773,67.399,2.2263,0.22666,0.45459,-0.74427,0.97022,0.98329,0.99673
Sample(4)48,25.477,0.26418,0.97475,0.97475,762.28,-1.7562,0.17205,0.093635,2.6174,0.92444,0.92214,0.12471,25.482,9.0284,64.139,2.4346,0.26418,0.48272,-0.74093,0.97676,0.98176,0.99627
Sample(4)49,25.776,0.2191,0.97564,0.97564,523.94,13.139,0.15434,0.12663,2.3894,0.93081,0.92885,0.24469,25.724,9.2495,67.045,2.2298,0.2191,0.4504,-0.74644,0.97054,0.98349,0.99682
Sample(4)50,25.344,0.39006,0.96307,0.96307,760.76,-0.84662,0.23981,0.084751,2.7487,0.89633,0.89291,0.12237,25.402,9.002,63.046,2.497,0.39006,0.59957,-0.67759,0.96964,0.97475,0.99461
Sample(5)1,25.062,0.88545,0.9152,0.9152,723.75,-0.36739,0.50042,0.057588,3.1875,0.79672,0.78501,0.10686,25.367,9.0075,60.477,2.6451,0.88545,0.94209,-0.46614,0.92516,0.94818,0.9876
Sample(5)2,25.013,0.72459,0.93072,0.93072,731.18,1.2554,0.40593,0.066304,3.0532,0.83438,0.82548,0.10862,25.239,8.9769,60.813,2.6036,0.72459,0.83838,-0.53143,0.94354,0.95797,0.98996
Sample(5)3,25.239,0.95725,0.90788,0.90788,710.8,-2.1172,0.5008,0.058679,3.1818,0.80238,0.79022,0.10186,25.577,9.0602,61.106,2.6352,0.95725,0.94686,-0.46938,0.92625,0.94874,0.98689
Sample(5)4,25.298,0.96038,0.90901,0.90901,727.2,-2.4949,0.49704,0.059557,3.1768,0.80503,0.79264,0.10647,25.641,9.0555,61.442,2.6296,0.96038,0.94462,-0.47162,0.92694,0.94922,0.98687
Sample(5)5,25.057,0.82981,0.92021,0.92021,724.53,-1.52,0.46558,0.060774,3.1376,0.81078,0.80014,0.11034,25.332,9.0048,60.623,2.6289,0.82981,0.90624,-0.49034,0.9326,0.95182,0.98844
Sample(5)6,25.337,0.56492,0.94596,0.94596,735.92,-1.2241,0.33288,0.073601,2.9376,0.86114,0.85443,0.10912,25.475,9.0317,62.135,2.5669,0.56492,0.74436,-0.58581,0.95514,0.96527,0.99209
Sample(5)7,24.924,0.9586,0.90841,0.90841,720.77,1.0024,0.5019,0.058766,3.1823,0.80163,0.7895,0.10484,25.261,8.9821,60.252,2.6357,0.9586,0.94756,-0.46903,0.92612,0.94861,0.98689
Sample(5)8,25.084,0.94238,0.90947,0.90947,717.62,-1.6719,0.50265,0.058084,3.1878,0.79971,0.78782,0.10665,25.412,9.0224,60.605,2.6405,0.94238,0.94667,-0.46639,0.92528,0.94838,0.98705
Sample(5)9,24.739,1.2087,0.88527,0.88527,708.77,0.30072,0.57494,0.054909,3.2693,0.78366,0.76819,0.10494,25.202,8.9612,59.753,2.6453,1.2087,1.0268,-0.42709,0.91136,0.94213,0.98376
Sample(5)10,25.12,0.75398,0.92898,0.92898,742.9,-0.8909,0.43345,0.063568,3.0931,0.82147,0.81217,0.1119,25.362,8.9862,60.991,2.6214,0.75398,0.8681,-0.51169,0.9385,0.95496,0.98947
Sample(5)11,25.066,1.0742,0.8971,0.8971,712.25,-1.5258,0.52973,0.057381,3.2178,0.79633,0.78287,0.10482,25.463,9.0297,60.668,2.6372,1.0742,0.97904,-0.45197,0.92046,0.94631,0.9855
Sample(5)12,24.903,1.2216,0.88334,0.88334,707.94,-1.7321,0.59584,0.053139,3.2966,0.77372,0.75743,0.1049,25.376,9.0061,60.114,2.6507,1.2216,1.0463,-0.41273,0.9055,0.93978,0.98347
Sample(5)13,25.191,0.51353,0.95148,0.95148,753.48,1.7885,0.32861,0.072687,2.9344,0.85815,0.8525,0.11333,25.307,8.979,61.586,2.5811,0.51353,0.73409,-0.58829,0.95568,0.9653,0.9927
Sample(5)14,25.005,0.92893,0.91182,0.91182,721.05,-0.9435,0.47964,0.061014,3.1517,0.81206,0.80024,0.10643,25.328,8.9894,60.643,2.6253,0.92893,0.92591,-0.48308,0.93041,0.95102,0.98729
Sample(5)15,24.923,1.0784,0.89669,0.89669,706.3,1.5466,0.54928,0.055502,3.2442,0.78705,0.77279,0.10103,25.317,8.9985,60.154,2.6459,1.0784,0.99899,-0.439,0.91583,0.94407,0.98524
Sample(5)16,25.244,0.76249,0.92784,0.92784,737.16,-1.3673,0.43635,0.063322,3.0968,0.82077,0.81126,0.11037,25.486,9.0205,61.314,2.6217,0.76249,0.87224,-0.50964,0.93794,0.95469,0.98936
Sample(5)17,25.027,0.8478,0.91933,0.91933,726.46,0.52987,0.46904,0.060832,3.1415,0.81053,0.79974,0.10563,25.307,8.988,60.586,2.6308,0.8478,0.91043,-0.48763,0.93173,0.95157,0.98822
Sample(5)18,24.842,1.2125,0.88488,0.88488,708.56,0.68104,0.59778,0.052752,3.2986,0.77223,0.75604,0.09921,25.31,8.985,59.915,2.6554,1.2125,1.0472,-0.41291,0.9057,0.93949,0.9835
Sample(5)19,25.026,1.0974,0.89552,0.89552,714.91,-0.59066,0.56249,0.05442,3.2608,0.78134,0.76676,0.10154,25.436,9.0161,60.419,2.6515,1.0974,1.0108,-0.43169,0.91317,0.94267,0.98496
Sample(5)20,25.027,0.99594,0.90479,0.90479,710.4,-0.068692,0.53425,0.055763,3.227,0.78816,0.77487,0.10064,25.38,9.0099,60.372,2.65,0.99594,0.98026,-0.44671,0.91854,0.94514,0.98619
Sample(5)21,25.066,0.53529,0.94864,0.94864,742.92,0.48587,0.30032,0.078171,2.8806,0.87716,0.87072,0.11492,25.192,8.9716,61.765,2.5331,0.53529,0.69866,-0.61426,0.96032,0.96889,0.9926
Sample(5)22,25.231,0.61375,0.94143,0.94143,741.39,-1.0748,0.36912,0.0689,3.0007,0.84483,0.83757,0.11357,25.393,9.0108,61.487,2.5965,0.61375,0.78997,-0.55641,0.94924,0.96137,0.99137
Sample(5)23,25.16,0.59905,0.94237,0.94237,734.74,0.62191,0.36679,0.068751,2.9973,0.84446,0.83758,0.10973,25.322,9.0028,61.198,2.599,0.59905,0.78511,-0.55751,0.94943,0.96151,0.99155
Sample(5)24,25.128,0.67265,0.93553,0.93553,732.17,0.13234,0.40334,0.06574,3.0498,0.83095,0.82276,0.10756,25.32,8.9993,60.995,2.6118,0.67265,0.83148,-0.53144,0.9434,0.95782,0.99053
Sample(5)25,25.068,1.063,0.89878,0.89878,712.35,-1.4919,0.56061,0.054166,3.258,0.77978,0.76539,0.10344,25.462,9.0219,60.483,2.6546,1.063,1.0072,-0.43191,0.91314,0.94261,0.98529
Sample(5)26,25.089,0.76437,0.92729,0.92729,737.47,0.25972,0.43762,0.063231,3.0989,0.82036,0.81073,0.11153,25.332,8.9923,60.861,2.6203,0.76437,0.87416,-0.50892,0.93777,0.95456,0.98933
Sample(5)27,25.485,0.58,0.9448,0.9448,739.29,-2.0773,0.33997,0.072539,2.9501,0.8579,0.85136,0.11066,25.631,9.0601,62.487,2.5753,0.58,0.75197,-0.5808,0.95425,0.96453,0.99192
Sample(5)28,25.086,0.74078,0.92949,0.92949,733.45,-0.29959,0.42921,0.063674,3.0879,0.82302,0.81371,0.11036,25.317,8.9896,60.852,2.6192,0.74078,0.86413,-0.51456,0.93929,0.95536,0.98962
Sample(5)29,24.924,1.2334,0.8834,0.8834,712.88,-1.1947,0.58419,0.054593,3.2782,0.78077,0.76492,0.10561,25.395,9.0004,60.309,2.6454,1.2334,1.036,-0.42252,0.90955,0.94125,0.98344
Sample(5)30,25.01,0.94907,0.90983,0.90983,723.44,0.35366,0.49926,0.058926,3.1797,0.80229,0.7903,0.10475,25.343,8.9936,60.521,2.6361,0.94907,0.94449,-0.47055,0.92663,0.94884,0.987
Sample(5)31,25.176,0.56014,0.94643,0.94643,740.29,0.97484,0.32257,0.075219,2.9177,0.86602,0.85968,0.11076,25.313,8.995,61.788,2.5581,0.56014,0.72894,-0.59503,0.95684,0.96643,0.99224
Sample(5)32,25.057,0.60267,0.94234,0.94234,739.81,0.35597,0.36912,0.068786,3.0006,0.8438,0.83667,0.11497,25.216,8.9738,60.952,2.5982,0.60267,0.78923,-0.55564,0.949,0.96127,0.99148
Sample(5)33,25.015,0.87428,0.91725,0.91725,736.26,-0.57207,0.46023,0.06307,3.127,0.81873,0.80714,0.11071,25.313,8.9822,60.853,2.6106,0.87428,0.90605,-0.49564,0.93414,0.95287,0.98796
Sample(5)34,25.108,1.0433,0.90077,0.90077,713.98,-0.50008,0.52952,0.057161,3.2164,0.79392,0.7807,0.10205,25.49,9.0273,60.754,2.6422,1.0433,0.97743,-0.45174,0.92029,0.94607,0.9858
Sample(5)35,25.055,1.0775,0.8971,0.8971,707.58,0.069572,0.54723,0.055785,3.2416,0.78824,0.77384,0.10111,25.446,9.024,60.581,2.6431,1.0775,0.99795,-0.44033,0.91632,0.94431,0.98526
Sample(5)36,25.323,0.70726,0.93253,0.93253,732.3,-0.96667,0.41141,0.064953,3.0642,0.82961,0.821,0.10754,25.533,9.0411,61.551,2.6152,0.70726,0.84241,-0.52595,0.94218,0.95717,0.99011
Sample(5)37,25.136,0.98368,0.90723,0.90723,725.1,-1.7328,0.52605,0.0566,3.2166,0.79142,0.77835,0.10549,25.486,9.0168,60.801,2.6468,0.98368,0.97256,-0.45272,0.92074,0.946,0.98639
Sample(5)38,25.223,0.63604,0.93926,0.93926,732.01,-1.2142,0.37076,0.069308,2.9973,0.84556,0.83826,0.11073,25.4,9.0121,61.514,2.593,0.63604,0.79174,-0.55773,0.94949,0.96136,0.99114
Sample(5)39,24.807,1.1871,0.88629,0.88629,698.91,0.94278,0.59542,0.052265,3.299,0.77143,0.75542,0.098654,25.259,8.9846,59.726,2.6573,1.1871,1.0438,-0.4128,0.90566,0.93956,0.98377
Sample(5)40,24.79,1.1806,0.88785,0.88785,713.29,1.2812,0.55588,0.056763,3.2437,0.79146,0.77654,0.10133,25.236,8.9703,59.999,2.6358,1.1806,1.0084,-0.43894,0.91578,0.94414,0.98421
Sample(5)41,25.193,0.5484,0.94684,0.94684,732.16,-0.17496,0.31131,0.076399,2.9023,0.87208,0.86548,0.11086,25.324,9.013,61.927,2.5444,0.5484,0.7148,-0.60371,0.95849,0.96769,0.99239
Sample(5)42,25.379,0.68792,0.93454,0.93454,733.67,-1.3829,0.39869,0.066493,3.0422,0.83474,0.82656,0.10866,25.582,9.0484,61.82,2.6072,0.68792,0.82691,-0.53622,0.94464,0.9585,0.99041
Sample(5)43,24.829,0.95385,0.9101,0.9101,732.05,1.1431,0.51119,0.057963,3.1959,0.79667,0.78424,0.1093,25.166,8.9444,60,2.641,0.95385,0.95683,-0.46289,0.92418,0.94749,0.98683
Sample(5)44,25.041,0.74565,0.92822,0.92822,726.76,-0.41942,0.42811,0.063631,3.0881,0.82393,0.81461,0.11037,25.276,8.9933,60.67,2.6183,0.74565,0.86313,-0.51418,0.93916,0.95552,0.98959
Sample(5)45,25.046,0.58784,0.94392,0.94392,744.82,1.0479,0.3446,0.072485,2.9578,0.85631,0.84943,0.11619,25.202,8.9665,61.234,2.5743,0.58784,0.75935,-0.57584,0.95318,0.96406,0.9918
Sample(5)46,25.157,0.66667,0.93719,0.93719,748.6,-0.05399,0.3816,0.068992,3.0126,0.84245,0.83455,0.11382,25.349,8.9852,61.413,2.5938,0.66667,0.80689,-0.54954,0.94763,0.96034,0.99075
Sample(5)47,25.366,0.7948,0.92383,0.92383,725.39,-1.7024,0.45072,0.061922,3.1173,0.81589,0.80582,0.10627,25.622,9.0656,61.54,2.6262,0.7948,0.88914,-0.49997,0.93532,0.95327,0.9889
Sample(5)48,25.138,0.82655,0.92224,0.92224,737.81,-0.56989,0.45303,0.062543,3.1177,0.81722,0.80682,0.10983,25.406,8.997,61.072,2.6221,0.82655,0.89334,-0.50033,0.93547,0.95327,0.98858
Sample(5)49,25.189,0.69093,0.93407,0.93407,737.76,0.48488,0.39504,0.067175,3.0374,0.83724,0.82891,0.11003,25.393,9.0098,61.333,2.6017,0.69093,0.82387,-0.53842,0.94516,0.95896,0.9904
Sample(5)50,25.134,0.76808,0.92712,0.92712,734.38,-1.3496,0.43729,0.063232,3.1004,0.82098,0.81128,0.10956,25.38,8.9997,61.002,2.6205,0.76808,0.87423,-0.50806,0.93752,0.95464,0.98928
Sample(6)1,25.399,0.24088,0.97705,0.97705,759.46,-0.16613,0.17321,0.092027,2.6417,0.92174,0.91958,0.11707,25.383,9.0047,63.62,2.4574,0.24088,0.48785,-0.72945,0.97563,0.98142,0.99651
Sample(6)2,25.422,0.17299,0.98326,0.98326,744,0.2154,0.13093,0.098693,2.542,0.93977,0.93842,0.12104,25.36,9.0201,64.236,2.4067,0.17299,0.40268,-0.77679,0.97999,0.98587,0.99747
